FIPS,trump16,clinton16,otherpres16,romney12,obama12,otherpres12,demsen16,repsen16,othersen16,demhouse16,rephouse16,otherhouse16,repgov14,demgov14,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,Density,TotalCongregations,TotalAdherents,TotalAdherentsperThousand,EvangelicalProtestantAdherents,EvangelicalProtestantsPerThous,BlackProtestantAdherents,BlackProtestantsperThousand,MainlineProtestantAdherents,MainlineProtestantsperThousand,CatholicAdherents,CatholicAdherentsperThousand,OrthodoxAdherents,OrthodoxAdherentsperThousand,MuslimsEstimated,MuslimsEstimatedperThousand,ConservativeJudaismAdherents,ConservativeJudaismperThou,OrthodoxJudaismAdherents,OrthodoxJudaismperThousand,ReconstructionistJudaism,ReconstructionismJudaismperThou,ReformJudaismAdherents,ReformJudaismperThousand,TotalJudaismAdherents,TotalJudaismAdherentsperThousand
37177,975,720,44,930,837,16,695,941,71,590,1104,0,.,.,52.01065891,36.26453488,10.2713,47.98934109,5.862403101,43.67732558,29.74806202,20.08236434,32165,12.88305191,27.00449006,91.75753688,14.81481481,87.12250712,100,9,10,21,1680.00,381.21,1185.00,268.89,232.00,52.64,240.00,54.46,22.00,4.99,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
37179,66707,34337,4666,61107,32473,1148,32115,67891,4385,32521,69868,0,.,.,73.43185641,11.50707216,10.7498,26.56814359,9.077540967,50.7288134,41.37693347,11.31590798,67194,6.81277961,10.84116918,66.37072673,6.780974706,63.35494726,27.28921169,1,353,241,94121.00,467.58,62089.00,308.45,4364.00,21.68,23392.00,116.21,19205.00,95.41,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
37181,7332,12229,416,7429,13323,102,12056,7362,344,12456,6447,394,.,.,40.77693898,49.59108475,7.1425,59.22306102,3.963332435,53.3432192,38.89862497,16.34088254,32733,11.05217524,23.67348314,88.53889432,17.26791029,86.38310227,54.07952094,4,176,107,22209.00,488.95,13205.00,290.72,2644.00,58.21,4955.00,109.09,850.00,18.71,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
37183,196082,302736,28806,211596,267262,7569,290277,217786,16534,296927,216687,0,.,.,60.90783275,20.22630225,9.8941,39.09216725,13.01122799,51.42402782,41.58701992,10.00164234,70620,5.657177005,7.696386776,49.9291435,3.103530747,42.91435512,6.101379256,1,1226,712,418188.00,464.14,164661.00,182.76,16476.00,18.29,99508.00,110.44,99126.00,110.02,2650.00,2.94,10299.00,11.43,1161.00,1.29,400.00,0.44,.,.,1895.00,2.10,3456.00,3.83
37185,3214,6413,215,3140,6978,44,6342,3259,181,6618,2872,185,.,.,38.01909073,50.35918126,3.9018,61.98090927,3.262153119,49.8327101,32.97579217,21.6689628,33913,9.893630655,20.80764702,85.36399529,11.95383347,79.68672712,100,8,47,43,7192.00,342.93,4370.00,208.37,118.00,5.63,2554.00,121.78,138.00,6.58,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
37187,2564,3510,91,2622,3833,44,3391,2534,155,3742,2151,116,.,.,44.98120451,48.61233304,4.8868,55.01879549,2.383427977,53.49116212,34.83963849,21.17091898,33286,15.96828992,20.73834047,90.32519384,13.90374332,87.56684492,67.75778651,7,36,56,6836.00,516.78,4700.00,355.31,801.00,60.55,923.00,69.78,205.00,15.50,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
37189,13697,14138,2150,13861,13002,811,13837,14259,1428,14837,14276,0,.,.,92.09972509,1.164091383,3.4107,7.900274908,2.915916201,50.10901507,49.9137359,14.0752678,39443,8.849726672,11.99429328,61.0856347,11.16047436,59.93694242,55.43569764,5,169,94,21055.00,412.20,12925.00,253.04,.,.,6800.00,133.13,1057.00,20.69,24.00,0.47,.,.,.,.,.,.,.,.,.,., .   ,0.00
37191,27540,21770,1379,27641,23314,397,21285,27530,1288,20632,27739,0,.,.,54.27531399,30.59856807,10.9484,45.72468601,7.472257266,50.98154234,41.21352865,14.36193721,40457,11.77475304,16.96542972,81.33595285,10.96721891,77.24447586,46.40401882,3,224,267,49647.00,404.88,29543.00,240.93,2384.00,19.44,12482.00,101.79,2800.00,22.83,.,.,50.00,0.41,.,.,.,.,.,.,40.00,0.33,40.00,0.33
37193,23752,6638,906,20515,8148,482,6749,22852,1317,7918,22783,0,.,.,88.1517826,4.183602369,5.9096,11.8482174,4.134246894,50.78678435,33.84333991,19.8467077,34846,9.748560648,23.13153426,86.23892628,21.42376983,85.90346867,72.79059706,6,91,146,40013.00,577.06,34199.00,493.21,573.00,8.26,4396.00,63.40,407.00,5.87,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
37195,17531,19663,941,17954,20875,280,19435,17641,794,20307,16638,487,.,.,47.95324503,38.85465038,9.8374,52.04675497,6.760846392,52.67407525,38.33147506,16.38751731,40260,8.378088077,19.7782423,81.43597201,12.02523014,73.65496079,38.66115173,4,222,164,34022.00,418.81,20292.00,249.80,1791.00,22.05,9842.00,121.16,1510.00,18.59,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
37197,13880,3160,584,12578,3957,278,3162,13704,669,3852,13500,0,.,.,84.88854808,3.397763029,10.6031,15.11145192,5.193156879,50.81308337,34.79467992,18.20249081,38623,6.845629559,21.86401602,87.86424279,18.78908231,87.185229,84.67687341,2,112,96,22717.00,591.50,16660.00,433.79,668.00,17.39,4184.00,108.94,460.00,11.98,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
37199,6385,3196,379,5278,3981,192,3566,5956,371,3598,6164,0,.,.,92.86891301,1.170521052,4.8696,7.131086994,3.028581169,51.08244787,30.8824365,23.33087107,36993,9.458569358,16.58186864,79.85661425,15.60908577,79.28219222,100,8,56,49,6618.00,371.42,4808.00,269.84,118.00,6.62,1512.00,84.86,190.00,10.66,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38001,909,216,93,918,328,40,114,1090,19,151,1003,58,.,.,93.10051107,0.894378194,0.8518,6.899488927,1.916524702,49.44633731,32.28279387,22.27427598,53295,1.977848101,4.042806183,72.47324614,3.904282116,72.6070529,100,9,2,15,2383.00,1017.07,380.00,162.19,.,.,1277.00,545.03,726.00,309.86,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38003,3160,1597,587,2964,2394,164,835,4442,61,1538,3401,345,.,.,93.31097616,0.797607178,1.8309,6.689023838,0.969817819,50.81120276,35.63853893,20.38430164,55778,2.774508155,9.1156639,76.32261411,8.381423468,75.83127233,39.55358757,6,7,38,7039.00,636.09,968.00,87.48,.,.,4368.00,394.72,1700.00,153.62,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38005,929,842,240,868,1235,54,574,1408,40,857,1053,101,.,.,41.50249926,0,2.4405,58.49750074,0.470449868,48.66215819,49.1179065,12.29050279,41530,6.093328191,15.02201502,85.003885,7.998106957,79.60246096,100,9,5,28,5689.00,854.20,301.00,45.20,.,.,1732.00,260.06,3638.00,546.25,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38007,495,59,51,472,89,17,43,559,3,68,505,27,.,.,94.76495726,0.854700855,3.2051,5.235042735,1.709401709,43.05555556,31.73076923,17.2008547,67969,2.990654206,9.898107715,75.10917031,8.941877794,74.51564829,100,9,1,3,77.00,98.34,.,.,.,.,42.00,53.64,35.00,44.70,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38009,2494,736,264,2280,1183,92,383,3078,38,578,2672,214,.,.,92.42105263,0.812030075,2.1203,7.578947368,2.330827068,47.54887218,34.70676692,21.30827068,55958,2.342606149,9.176875134,78.72340426,9.463436722,78.60538827,100,9,4,26,4536.00,705.55,1150.00,178.88,.,.,2554.00,397.26,822.00,127.86,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38011,1446,227,114,1280,414,43,136,1641,17,177,1502,98,.,.,93.02038295,0.123533045,4.7560,6.979617048,0.772081532,51.48239654,37.09079679,19.857937,62955,2.20214568,10.248307,78.05869074,8.933582788,77.45556595,100,9,3,13,3597.00,1141.54,138.00,43.80,.,.,1849.00,586.80,1610.00,510.95,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38013,895,119,38,769,230,24,66,984,5,90,910,44,.,.,93.5238946,0.446627959,3.5284,6.476105404,3.215721304,46.04734256,38.14202769,17.64180438,65521,1.855123675,11.05990783,79.13100724,9.536973048,78.57636489,100,9,2,18,2124.00,1079.27,138.00,70.12,.,.,1644.00,835.37,342.00,173.78,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38015,32532,10881,4566,27951,14122,1314,6904,40202,725,9863,34413,3144,.,.,90.49580389,1.183745583,1.9777,9.504196113,2.095848057,50.170053,40.06183746,14.34518551,66057,2.166190439,6.595429887,65.77346704,6.147540984,65.28530219,18.54799036,3,57,72,52035.00,639.97,10828.00,133.17,.,.,19606.00,241.13,20169.00,248.06,.,.,308.00,3.79,.,.,.,.,.,.,.,., .   ,0.00
38017,39816,31361,9644,36855,34712,2288,18268,60334,1220,25133,45714,7775,.,.,87.90185314,3.76081797,2.4081,12.09814686,6.439239566,49.47618249,46.79895956,10.6873157,54926,2.9455081,5.530988372,62.63572165,4.244846758,61.61034157,10.4347768,3,97,140,89055.00,594.58,14318.00,95.59,.,.,46444.00,310.09,26438.00,176.51,50.00,0.33,308.00,2.06,.,.,.,.,.,.,76.00,0.51,76.00,0.51
38019,1357,476,173,1195,818,56,290,1738,20,367,1528,106,.,.,95.94000517,0.129299198,1.2930,4.059994828,0.956814068,49.39229377,30.92836824,26.29945694,65645,1.054216867,9.000708717,81.3253012,8.84057971,81.34057971,100,9,3,20,3145.00,787.63,210.00,52.59,.,.,1642.00,411.22,1293.00,323.82,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38021,1667,554,186,1610,853,72,335,2065,31,495,1801,112,.,.,93.72093023,1.472868217,3.3333,6.279069767,1.763565891,49.80620155,36.53100775,21.70542636,55882,2.549772965,12.31945624,72.04757859,10.6918239,71.90775681,100,9,5,27,3907.00,738.70,1321.00,249.76,.,.,1778.00,336.17,808.00,152.77,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38023,867,245,107,733,385,44,140,1075,15,203,935,80,.,.,94.17475728,0.67539046,0.3377,5.825242718,4.221190376,49.76783453,30.09708738,23.84972562,62470,1.636788776,11.79112858,76.92307692,10.92089728,75.9149941,100,9,2,10,1463.00,706.42,76.00,36.70,.,.,1179.00,569.29,207.00,99.95,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38025,1771,358,114,1506,508,20,251,1955,27,375,1757,79,.,.,83.94024276,0.933706816,2.8478,16.05975724,2.030812325,47.10550887,37.3015873,16.36321195,66964,3.801032379,8.961785594,79.5400744,7.468402911,79.81616239,100,9,2,13,3670.00,1037.90,150.00,42.42,.,.,1114.00,315.05,2379.00,672.79,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38027,791,355,85,634,486,37,219,997,10,308,826,84,.,.,90.16877637,0,1.8143,9.831223629,1.35021097,51.72995781,33.96624473,20.92827004,55489,2.113821138,10.9273479,77.84997047,11.20466321,77.33160622,100,9,4,9,1725.00,723.27,103.00,43.19,.,.,1122.00,470.44,500.00,209.64,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38029,1677,215,89,1435,383,66,136,1810,32,179,1692,98,.,.,96.5849387,0,0.0000,3.415061296,1.313485114,50,30.73555166,27.14535902,45472,3.377947737,15.1637687,84.71492115,15.51292744,85.23769808,100,8,2,16,3627.00,1021.69,735.00,207.04,.,.,659.00,185.63,2233.00,629.01,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38031,1241,347,131,1030,607,45,170,1550,23,263,1339,116,.,.,96.29297459,0.059790732,1.1659,3.707025411,1.285500747,50.28400598,33.1838565,22.18236173,55625,1.184433164,11.25523013,78.36820084,11.09671848,78.49740933,100,9,5,15,4726.00,1413.70,2321.00,694.29,.,.,1698.00,507.93,706.00,211.19,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38033,796,99,62,742,162,24,62,885,9,96,811,46,.,.,94.30079156,0,1.7942,5.699208443,0.105540897,50.8707124,38.83905013,17.41424802,37014,0.389863548,7.599029911,77.68795473,7.839866555,78.23185988,100,9,2,8,1534.00,913.10,141.00,83.93,.,.,336.00,200.00,1056.00,628.57,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38035,16340,10851,3174,15060,14032,937,7714,21733,393,8779,18671,1818,.,.,85.68194518,2.848423194,3.8055,14.31805482,4.083504076,48.28564469,51.00511513,11.31058989,50652,3.458794464,6.335234317,66.90552938,4.921381008,65.58390689,16.76911802,3,49,77,35953.00,537.73,5361.00,80.18,.,.,17571.00,262.80,11769.00,176.02,.,.,.,.,.,.,.,.,.,.,100.00,1.50,100.00,1.50
38037,1108,185,88,1025,334,54,108,1278,20,153,1189,53,.,.,96.6230477,0.295483326,0.6332,3.376952301,1.181933305,50.35880118,27.90206838,27.10004221,45978,2.685109845,11.34361233,81.93832599,11.57538114,81.76171654,100,8,1,19,1723.00,719.72,470.00,196.32,.,.,574.00,239.77,679.00,283.63,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38039,847,298,120,771,536,36,194,1074,13,283,916,69,.,.,96.23539593,1.211596711,0.4327,3.764604068,1.081782778,49.58892254,28.60233665,29.46776287,50250,1.601281025,12.3556582,79.73441109,12.06896552,79.13198573,100,9,3,18,1505.00,621.90,425.00,175.62,.,.,852.00,352.07,225.00,92.98,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38041,1050,168,78,1000,313,49,88,1190,18,115,1089,77,.,.,92.49715801,0.303145131,2.7662,7.502841986,1.250473664,52.55778704,31.64077302,26.41151951,55230,2.524429967,12.09636084,86.21219887,11.17166213,86.04904632,100,9,2,15,2449.00,988.70,306.00,123.54,.,.,660.00,266.45,1483.00,598.71,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38043,1111,179,86,870,393,65,117,1267,14,152,1164,60,.,.,94.41918148,0,5.0847,5.58081852,1.777594047,46.92021496,32.65812319,20.83505581,58527,1.597676107,9.034792368,80.3030303,9.382284382,79.72027972,100,8,2,15,2027.00,832.44,520.00,213.55,.,.,1182.00,485.42,325.00,133.47,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38045,1481,502,168,1377,740,77,292,1867,23,467,1578,107,.,.,97.4702019,0.145949891,0.8757,2.529798103,0.729749453,48.62563853,32.35222574,24.42228168,55900,1.758671226,13.7195122,77.47289973,13.81100727,77.18933887,100,9,4,34,3839.00,927.52,1165.00,281.47,.,.,1695.00,409.52,979.00,236.53,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38047,888,114,65,810,232,31,72,1010,10,102,929,55,.,.,96.75090253,0.051572976,1.4956,3.249097473,1.237751418,49.1490459,28.10727179,28.62300155,55068,1.798201798,15.59065934,86.19505495,16.04240283,85.86572438,100,9,2,12,1632.00,820.10,180.00,90.45,.,.,798.00,401.01,654.00,328.64,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38049,2050,490,280,1678,943,91,296,2508,52,431,2217,169,.,.,94.97631935,0.152232747,2.4019,5.02368065,1.387009472,47.91948579,35.62246279,19.31664411,60741,2.609844731,10.02194587,79.24896367,9.49987434,79.01482785,100,9,3,28,4665.00,864.69,498.00,92.31,.,.,2794.00,517.89,1370.00,253.94,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38051,1100,235,111,1035,459,36,110,1349,14,205,1180,67,.,.,95.10412861,0.146145415,1.5345,4.895871392,2.776762879,50.05480453,27.54841067,32.07891852,43650,1.074498567,18.41733396,81.72397551,17.58296186,82.51609708,100,9,3,20,2809.00,1000.00,688.00,244.93,.,.,1656.00,589.53,464.00,165.18,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38053,3670,698,304,2458,927,66,494,4043,68,752,3610,217,.,.,77.66374324,0.979660384,6.1859,22.33625676,0.877029297,47.65814518,48.06866953,8.704982273,78179,3.668575519,7.632999229,75.42020046,7.636967349,73.03080612,100,9,5,26,2689.00,422.80,712.00,111.95,.,.,1399.00,219.97,574.00,90.25,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38055,3860,1081,374,3141,1670,127,732,4507,97,1048,3973,265,.,.,89.70342523,0.052213868,2.2452,10.29657477,1.075605681,48.65288221,31.8817878,21.73141186,59976,1.462051172,8.534136546,81.72690763,8.042394015,81.06296758,100,8,5,43,8182.00,912.97,2152.00,240.12,.,.,3789.00,422.79,2230.00,248.83,10.00,1.12,.,.,.,.,.,.,.,.,.,., .   ,0.00
38057,3759,621,302,3152,1166,137,470,4140,67,632,3806,210,.,.,93.46096183,0.93414831,2.4219,6.539038173,0.945681006,48.36812363,34.85180487,17.06838888,73801,2.647975078,9.434577155,79.33843898,9.233926129,79.30916553,64.99287749,7,8,29,6757.00,802.11,3556.00,422.13,.,.,1926.00,228.63,1157.00,137.35,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38059,11336,3080,1416,8680,4469,464,2104,13391,261,2822,11741,1065,.,.,91.1956265,0.674923227,2.3960,8.804373503,0.806533257,48.38524618,38.85195559,15.0136672,63549,2.239705967,7.940962981,74.70118558,7.988475642,74.17496071,31.85541116,3,16,47,22446.00,817.08,3107.00,113.10,.,.,4780.00,174.00,14554.00,529.80,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38061,2582,1220,304,1962,1403,92,892,3102,89,1334,2570,171,.,.,63.72093023,0.196382429,6.4083,36.27906977,1.798449612,45.82945736,43.10077519,11.12144703,68082,4.213483146,8.147303243,76.35652599,7.304503697,73.80685637,100,9,6,27,4734.00,616.97,124.00,16.16,.,.,1770.00,230.68,2449.00,319.17,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38063,1025,536,156,865,767,46,323,1400,27,437,1161,127,.,.,96.17414248,0.659630607,2.4077,3.82585752,0.857519789,49.70316623,28.13324538,28.03430079,51280,0.836012862,8.347750865,80.57958478,8.498201439,80.71043165,100,8,3,23,3010.00,962.89,168.00,53.74,.,.,2411.00,771.27,429.00,137.24,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38065,830,119,68,693,281,39,74,940,11,121,852,53,.,.,91.74208145,0.509049774,1.5837,8.257918552,0.28280543,47.34162896,30.31674208,22.28506787,66196,2.18579235,12.09048362,82.60530421,12.39316239,82.22222222,100,3,3,3,830.00,449.62,.,.,.,.,413.00,223.73,417.00,225.89,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38067,2208,681,264,1899,1253,103,453,2706,25,575,2390,191,.,.,92.30661435,0.252242152,3.2791,7.69338565,4.119955157,48.3043722,32.03475336,21.45459641,56813,3.081914031,11.06186163,79.76488726,10.35684988,79.01968827,100,9,6,41,5203.00,701.88,852.00,114.93,.,.,3111.00,419.67,1238.00,167.00,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38069,1437,431,203,1465,660,53,225,1842,27,318,1649,92,.,.,96.5927281,1.189115024,0.8004,3.407271896,0.251543563,49.3254059,32.86073634,23.0048022,43086,1.575178998,11.70716314,85.98927106,10.85169352,85.39953963,35.18476016,7,4,15,3375.00,774.62,426.00,97.77,.,.,1386.00,318.11,1562.00,358.50,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38071,3217,1505,583,2665,2164,170,869,4424,75,1222,3696,373,.,.,85.17015029,0.034548281,2.3234,14.82984971,0.794610468,49.11901883,36.7075488,18.2069442,50776,1.123778502,9.096628083,78.12028183,7.33906184,76.41921397,34.99257707,7,10,27,6860.00,599.07,616.00,53.79,.,.,3671.00,320.58,2439.00,212.99,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38073,1210,838,311,1009,1343,73,463,1868,37,769,1405,168,.,.,95.41872824,0.458127176,1.7042,4.581271761,1.502657138,49.05625802,33.42495877,20.90892432,57088,2.338376891,10.04672897,82.78816199,9.463123644,82.59219089,100,8,6,21,4604.00,843.69,550.00,100.79,.,.,3213.00,588.79,839.00,153.75,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38075,993,201,99,851,398,29,104,1168,21,147,1062,64,.,.,93.43179168,0.660707346,3.7699,6.568208317,3.031480762,50.17489312,39.33151963,16.51768364,65927,0.929512006,7.839721254,82.81068525,7.814407814,83.02808303,100,9,3,15,2332.00,944.13,176.00,71.26,.,.,1733.00,701.62,423.00,171.26,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38077,4767,2064,761,4229,3198,186,1117,6341,104,1879,4948,650,.,.,92.20405414,0.50829812,2.5170,7.795945863,1.420785106,48.22708065,41.03129402,15.73274542,58125,2.801889902,8.579881657,78.13514029,6.617423859,78.08357786,52.00049017,6,11,45,11755.00,720.24,2842.00,174.13,.,.,4345.00,266.22,4423.00,271.00,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38079,1217,2099,439,1092,3353,107,1701,1938,87,2487,1195,106,.,.,19.12781543,0.540836585,0.3628,80.87218457,0.643527076,50.6058739,49.69535154,10.28274115,37313,5.098893123,16.04368932,77.51213592,10.82594494,72.37517499,100,9,16,25,16239.00,1165.17,842.00,60.41,.,.,1339.00,96.08,13931.00,999.57,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38081,1088,694,215,879,1075,53,423,1580,21,643,1183,171,.,.,93.8030342,1.671380818,2.9571,6.196965801,2.802777064,47.21007971,33.81331962,19.90228851,57472,0.876383764,8.273381295,81.04316547,7.468879668,80.57336854,100,9,5,17,3495.00,912.77,388.00,101.33,.,.,2317.00,605.12,790.00,206.32,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38083,650,95,42,642,163,17,60,720,12,77,679,30,.,.,97.34767025,0,1.0753,2.652329749,0.430107527,49.31899642,28.53046595,25.23297491,48375,3.945371775,13.14338235,84.55882353,13.36448598,84.57943925,100,9,1,14,1131.00,856.17,501.00,379.26,.,.,600.00,454.20,30.00,22.71,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38085,260,758,214,225,900,19,633,486,73,973,243,26,.,.,12.68336719,0.045136538,3.6786,87.31663281,0.564206725,49.83073798,54.88603024,7.424960506,39539,19.7071385,14.26712923,83.39115351,7.524271845,77.66990291,100,3,4,11,3168.00,762.82,98.00,23.60,.,.,431.00,103.78,2161.00,520.35,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38087,362,43,25,341,83,13,25,395,8,41,362,25,.,.,93.23308271,4.812030075,0.3008,6.766917293,0,45.71428571,27.81954887,23.60902256,58750,0,11.41732283,70.66929134,11.83673469,72.44897959,100,9,1,2,222.00,305.36,.,.,.,.,178.00,244.84,44.00,60.52,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38089,9755,1753,814,8521,2812,300,1101,10957,142,1453,9921,704,.,.,89.107484,1.632201629,5.0206,10.892516,3.961524282,47.92371887,43.28183128,12.84981734,76817,3.239740821,9.354177345,75.30497181,8.829292873,74.59268798,27.32757552,7,24,43,17249.00,712.80,1949.00,80.54,.,.,2811.00,116.16,12110.00,500.43,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38091,538,361,100,498,518,26,204,820,8,282,652,82,.,.,97.86693753,0,2.1331,2.133062468,1.57440325,47.79075673,30.98019299,23.05738954,58603,4.106972302,5.926946933,76.84355617,5.746320953,77.22494744,100,8,3,15,1564.00,791.90,138.00,69.87,.,.,1245.00,630.38,178.00,90.13,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38093,6718,2498,939,5685,3585,288,1329,8614,144,2174,7001,670,.,.,93.3058556,0.947508054,2.1319,6.6941444,1.814477923,48.82982755,37.15179079,17.55732424,53685,2.598789605,10.10024718,75.4669047,9.548975603,75.08868457,27.56398104,7,9,49,13721.00,650.28,2654.00,125.78,.,.,8099.00,383.84,2663.00,126.21,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38095,733,305,119,623,516,43,179,982,16,249,828,79,.,.,86.16928447,0,2.3124,13.83071553,2.05061082,50.17452007,32.504363,24.38917976,53929,5.150631681,7.73006135,81.41104294,7.045143639,80.98495212,100,9,2,10,1247.00,555.21,273.00,121.55,.,.,514.00,228.85,460.00,204.81,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38097,2265,1241,427,1996,1811,114,747,3165,46,1018,2567,314,.,.,93.11455108,0.904024768,3.1579,6.885448916,1.647058824,49.58513932,37.88235294,18.74922601,55764,2.591036415,7.781032589,72.83046503,6.337354011,72.52536856,100,8,9,31,6105.00,751.75,527.00,64.89,.,.,4922.00,606.08,652.00,80.29,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38099,2995,1167,474,2813,2124,159,749,3904,55,840,3469,303,.,.,85.65711687,0.300136426,10.7594,14.34288313,3.91996362,48.72214643,34.5884493,20.62755798,51181,3.314246052,13.1147541,83.28129066,10.68002863,82.37652112,62.05594028,6,9,41,8320.00,748.27,684.00,61.52,.,.,4315.00,388.07,3320.00,298.59,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38101,18636,5806,2970,16230,8441,792,3309,23476,440,4772,20267,1938,.,.,85.04510253,3.31670389,5.2165,14.95489747,3.964962149,47.57229457,48.26115961,11.65704673,63037,2.373815768,6.680056711,73.62240076,5.969597804,73.19486963,21.89541954,5,35,89,32697.00,530.15,8623.00,139.81,.,.,11368.00,184.32,11445.00,185.57,60.00,0.97,20.00,0.32,.,.,.,.,.,.,.,., .   ,0.00
38103,1796,419,168,1654,673,52,239,2130,28,317,1940,114,.,.,97.72672888,0,0.8854,2.273271117,0.957166786,50.1555396,28.45178272,29.16965781,50685,2.181289384,15.20561046,78.73764743,14.83870968,78.5483871,100,9,3,29,3690.00,877.11,1192.00,283.34,.,.,1525.00,362.49,973.00,231.28,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
38105,10069,1735,1003,7184,2322,302,1180,11216,200,1567,10015,892,.,.,84.98878109,2.76206428,5.3124,15.01121891,2.891634801,45.1379452,46.72755428,9.641942926,90080,2.043041607,7.675417195,77.49097297,7.370269658,76.98277816,32.46271989,7,17,51,12897.00,575.81,2566.00,114.56,.,.,6402.00,285.83,3248.00,145.01,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
39001,8659,2326,374,6865,3976,248,2181,8489,455,2175,8500,108,4449,1445,96.6738999,0.355732631,0.5229,3.326100103,0.640318736,50.29703675,37.31991036,16.39571698,34709,9.907997169,21.76803099,89.11336753,21.53854436,89.02885444,89.0262697,6,48,84,6965.00,243.96,4464.00,156.36,.,.,1679.00,58.81,500.00,17.51,.,.,.,.,.,.,.,.,.,.,.,., .   ,0.00
39003,30487,13294,2113,29502,17913,820,10900,32085,2062,12439,31752,0,19279,6945,81.54952992,11.86941069,2.7459,18.45047008,1.222961095,49.50412749,39.92585798,15.89467248,45575,7.598801705,10.71665656,82.61321327,9.305375758,81.52381277,25.89085027,3,259,156,55482.00,521.79,17301.00,162.71,4351.00,40.92,14934.00,140.45,17946.00,168.77,.,.,616.00,5.79,.,.,.,.,.,.,157.00,1.48,157.00,1.48
39005,17493,5740,1357,15519,8281,530,5083,17410,1451,4094,15617,3994,11176,3153,96.10820539,0.665504377,1.1810,3.891794612,2.123990027,51.15572802,39.32099807,17.28249255,48509,5.733441221,12.56776318,80.36216047,12.32210937,80.60300923,61.93755998,4,126,110,23221.00,436.99,13723.00,258.25,61.00,1.15,7318.00,137.71,1509.00,28.40,42.00,0.79,308.00,5.80,.,.,.,.,.,.,.,., .   ,0.00
