FIPS,CountyPopulation,ClintonorTrumpState,Clinton,Trump,Total,PCTClinton,PCTTrump,PercentDifferenceC_T,PercentDifferenceT_C,Obama,Romney,2012TotalVotes,PCTObama,PCTRomney,VoteDifferenceO_R,PCTDifferenceO_R,ClintonBreakwithObama,TrumpbreakwithRomney,2010LandArea,Density,CBSACode,CSACode,CBSATitle,CBSAPopulation,Metropolitan_MicropolitanStatisticalArea,Central_OutlyingCounty,POP2010,TotalCongregations,TotalAdherents,TotalAdherentsperThousand,EvangelicalProtestantAdherents,EvangelicalProtestantsPerThousand,BlackProtestantAdherents,BlackProtestantsperThousand,MainlineProtestantAdherents,MainlineProtestantsperThousand,CatholicAdherents,CatholicAdherentsperThousand,OrthodoxAdherents,OrthodoxAdherentsperThousand,Baha'IAdherents,Baha'IAdherentsperThousand,"Buddhism,MahayanaAdherents","Buddhism,MahayanaAdherentsperThousand","Buddhism,TheravadaAdherents","Buddhism,TheravadaAdherentsperThousand","Buddhism,VajrayanaAdherents","Buddhism,VajrayanaAdherentsperThousand",TotalBuddhistAdherents,TotalBuddhistAdherentsperThousand,LatterDaySaintsAdherents,LatterDaySaintsAdherentsperThousand,Indian-AmericanHinduAdherents,Indian-AmericanHinduAdherentsperThousand,PostRenaissanceHinduAdherents,PostRenaissanceHinduAdherentsperThousand,RenaissanceHinduAdherents,RenaissanceHinduAdherentsperThousand,TraditionalHinduTemplesAdherents,TraditionalHinduTemplesAdherentsperThousand,TotalHinduAdherents,TotalHindusAdherentsperThousand,MuslimsEstimated,MuslimsEstimatedperThousand,ConservativeJudaismAdherents,ConservativeJudaismAdherentsperThousand,OrthodoxJudaismAdherents,OrthodoxJudaismAdherentsperThousand,ReconstructionistJudaismAdherents,ReconstructionismJudaismAdherentsperThousand,ReformJudaismAdherents,ReformJudaismAdherentsperThousand,TotalJudaismAdherents,TotalJudaismAdherentsperThousand,UnitarianUniversalistAdherents,UnitarianUniversalistAdherentsperThousand,ZoroastrianAdherents,ZoroastrianAdherentsperThousand
18155,"10,524",Trump,930,"2,558","3,639",0.2556,0.7029,-0.4474,0.4474,"1,437","1,872","3,397",0.423,0.5511,-435,-0.1281,-507,686,221,48,,,,,,"Not Metro or Micro, Presumed Rural",10613,28,"2,514",236.88,"1,150",108.36,,,"1,272",119.85,90,8.48,,,2,0.19,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
18157,"185,826",Trump,"27,207","30,711","61,916",0.4394,0.496,-0.0566,0.0566,"26,642","28,708","56,696",0.4699,0.5063,"-2,066",-0.0364,565,"2,003",500,372,29200,320,"Lafayette-West Lafayette, IN","214,363",Metropolitan Statistical Area,Central,172780,139,"56,470",326.83,"19,710",114.08,119,0.69,"13,499",78.13,"20,011",115.82,135,0.78,40,0.23,102,0.59,15,0.09,,,117,0.68,"1,846",10.68,,,35,0.2,,,,,35,0.2,308,1.78,97,0.56,,,,,327,1.89,424,2.45,226,1.31,,
18159,"15,267",Trump,"1,587","5,589","7,510",0.2113,0.7442,-0.5329,0.5329,"2,432","4,773","7,364",0.3303,0.6482,"-2,341",-0.3179,-845,816,261,59,,,,,,"Not Metro or Micro, Presumed Rural",15936,32,"5,817",365.02,"2,857",179.28,,,"1,859",116.65,"1,100",69.03,,,1,0.06,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
18161,"7,182",Trump,715,"2,445","3,286",0.2176,0.7441,-0.5265,0.5265,"1,018","2,022","3,099",0.3285,0.6525,"-1,004",-0.324,-303,423,161,45,17140,178,"Cincinnati, OH-KY-IN","2,157,719",Metropolitan Statistical Area,Outlying,7516,17,"2,564",341.14,"1,074",142.9,,,964,128.26,525,69.85,,,1,0.13,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
18163,"181,877",Trump,"28,296","40,422","71,957",0.3932,0.5618,-0.1685,0.1685,"31,659","39,504","72,416",0.4372,0.5455,"-7,845",-0.1083,"-3,363",918,233,779,21780,,"Evansville, IN-KY","315,693",Metropolitan Statistical Area,Central,179703,212,"95,361",530.66,"41,066",228.52,"5,567",30.98,"18,133",100.91,"29,097",161.92,,,21,0.12,124,0.69,14,0.08,,,138,0.77,811,4.51,,,,,,,,, -   ,0,,,170,0.95,,,,,170,0.95,340,1.9,83,0.46,2,0.01
18165,"15,692",Trump,"2,081","4,511","6,913",0.301,0.6525,-0.3515,0.3515,"2,979","3,426","6,578",0.4529,0.5208,-447,-0.068,-898,"1,085",257,61,45460,,"Terre Haute, IN","171,019",Metropolitan Statistical Area,Outlying,16212,38,"6,141",378.79,"2,462",151.86,,,"2,095",129.23,"1,010",62.3,,,2,0.12,,,,,,, -   ,0,572,35.28,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
18167,"107,896",Trump,"15,922","21,924","39,569",0.4024,0.5541,-0.1517,0.1517,"19,707","19,368","39,843",0.4946,0.4861,339,0.0085,"-3,785","2,556",403,268,45460,,"Terre Haute, IN","171,019",Metropolitan Statistical Area,Central,107848,151,"35,242",326.77,"17,396",161.3,963,8.93,"7,928",73.51,"7,500",69.54,254,2.36,41,0.38,10,0.09,,,,,10,0.09,576,5.34,238,2.21,,,,,,,238,2.21,150,1.39,,,,,,,108,1,108,1,78,0.72,,
18169,"32,138",Trump,"3,018","9,819","13,415",0.225,0.7319,-0.507,0.507,"3,929","8,528","12,702",0.3093,0.6714,"-4,599",-0.3621,-911,"1,291",412,78,47340,,"Wabash, IN",,Micropolitan Statistical Area,Central,32888,80,"13,755",418.24,"7,311",222.3,72,2.19,"5,300",161.15,"1,071",32.57,,,1,0.03,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
18171,"8,269",Trump,839,"2,896","3,919",0.2141,0.739,-0.5249,0.5249,"1,324","2,377","3,798",0.3486,0.6259,"-1,053",-0.2773,-485,519,365,23,,,,,,"Not Metro or Micro, Presumed Rural",8508,20,"2,505",294.43,"1,317",154.8,,,"1,066",125.29,,,,,,,,,,,,, -   ,0,122,14.34,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
18173,"61,897",Trump,"9,086","19,133","29,609",0.3069,0.6462,-0.3393,0.3393,"8,791","15,350","24,627",0.357,0.6233,"-6,559",-0.2663,295,"3,783",385,161,21780,,"Evansville, IN-KY","315,693",Metropolitan Statistical Area,Central,59689,68,"28,095",470.69,"15,608",261.49,,,"4,655",77.99,"6,775",113.51,,,,,,,,,,, -   ,0,707,11.84,,,,,,,,, -   ,0,350,5.86,,,,,,,,, -   ,0,,,,
18175,"27,827",Trump,"2,636","8,206","11,333",0.2326,0.7241,-0.4915,0.4915,"3,909","6,532","10,725",0.3645,0.609,"-2,623",-0.2446,"-1,273","1,674",514,54,31140,350,"Louisville_Jefferson County, KY-IN","1,278,413",Metropolitan Statistical Area,Outlying,28262,73,"11,489",406.52,"7,122",252,,,"4,108",145.35,253,8.95,,,6,0.21,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
18177,"67,001",Trump,"8,322","16,028","25,575",0.3254,0.6267,-0.3013,0.3013,"10,591","14,321","25,458",0.416,0.5625,"-3,730",-0.1465,"-2,269","1,707",402,167,39980,458,"Richmond, IN",,Micropolitan Statistical Area,Central,68917,121,"29,566",429.01,"14,746",213.97,"1,033",14.99,"8,211",119.14,"4,854",70.43,,,23,0.33,,,,,,, -   ,0,610,8.85,,,16,0.23,,,,,16,0.23,,,,,,,,,73,1.06,73,1.06,,,,
18179,"27,964",Trump,"2,585","9,999","13,123",0.197,0.7619,-0.565,0.565,"3,434","9,255","12,922",0.2657,0.7162,"-5,821",-0.4505,-849,744,368,76,23060,258,"Fort Wayne, IN","429,820",Metropolitan Statistical Area,Outlying,27636,52,"11,665",422.09,"8,188",296.28,,,"3,252",117.67,219,7.92,,,6,0.22,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
18181,"24,293",Trump,"2,563","6,813","9,902",0.2588,0.688,-0.4292,0.4292,"3,635","5,970","9,901",0.3671,0.603,"-2,335",-0.2358,"-1,072",843,505,48,,,,,,"Not Metro or Micro, Presumed Rural",24643,51,"10,903",442.44,"3,583",145.4,,,"4,840",196.4,"2,474",100.39,,,6,0.24,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
18183,"33,406",Trump,"3,379","11,357","15,535",0.2175,0.7311,-0.5136,0.5136,"4,420","10,257","15,005",0.2946,0.6836,"-5,837",-0.389,"-1,041","1,100",336,100,23060,258,"Fort Wayne, IN","429,820",Metropolitan Statistical Area,Outlying,33292,63,"12,418",373,"6,493",195.03,,,"3,491",104.86,"2,120",63.68,,,1,0.03,,,,,,, -   ,0,313,9.4,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19001,"7,228",Trump,"1,127","2,456","3,759",0.2998,0.6534,-0.3536,0.3536,"1,788","2,110","3,959",0.4516,0.533,-322,-0.0813,-661,346,569,13,,,,,,"Not Metro or Micro, Presumed Rural",7682,19,"3,872",504.04,"1,660",216.09,,,"1,781",231.84,431,56.11,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19003,"3,796",Trump,565,"1,393","2,082",0.2714,0.6691,-0.3977,0.3977,"1,018","1,103","2,158",0.4717,0.5111,-85,-0.0394,-453,290,423,9,,,,,,"Not Metro or Micro, Presumed Rural",4029,15,"1,411",350.21,215,53.36,,,946,234.8,249,61.8,,,1,0.25,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19005,"13,886",Trump,"2,409","4,072","6,837",0.3523,0.5956,-0.2432,0.2432,"3,511","3,230","6,824",0.5145,0.4733,281,0.0412,"-1,102",842,639,22,,,,,,"Not Metro or Micro, Presumed Rural",14330,39,"9,253",645.71,514,35.87,,,"4,785",333.91,"3,426",239.08,,,3,0.21,525,36.64,,,,,525,36.64,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19007,"12,529",Trump,"1,813","4,031","6,096",0.2974,0.6613,-0.3638,0.3638,"2,934","3,153","6,176",0.4751,0.5105,-219,-0.0355,"-1,121",878,497,25,,,,,,"Not Metro or Micro, Presumed Rural",12887,34,"5,084",394.51,"1,679",130.29,,,"2,205",171.1,"1,094",84.89,,,2,0.16,,,,,,, -   ,0,104,8.07,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19009,"5,773",Trump,"1,079","2,135","3,379",0.3193,0.6318,-0.3125,0.3125,"1,608","1,800","3,439",0.4676,0.5234,-192,-0.0558,-529,335,443,13,,,,,,"Not Metro or Micro, Presumed Rural",6119,19,"4,823",788.2,"1,190",194.48,,,"2,987",488.15,646,105.57,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19011,"25,658",Trump,"4,672","8,226","13,690",0.3413,0.6009,-0.2596,0.2596,"6,850","6,935","13,959",0.4907,0.4968,-85,-0.0061,"-2,178","1,291",716,36,16300,168,"Cedar Rapids, IA","266,040",Metropolitan Statistical Area,Outlying,26076,51,"13,824",530.14,"5,070",194.43,,,"4,433",170,"4,201",161.11,,,3,0.12,,,,,,, -   ,0,117,4.49,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19013,"133,455",Trump,"32,006","27,382","63,221",0.5063,0.4331,0.0731,-0.0731,"39,338","26,078","66,205",0.5942,0.3939,"13,260",0.2003,"-7,332","1,304",566,236,47940,,"Waterloo-Cedar Falls, IA","170,612",Metropolitan Statistical Area,Central,131090,165,"71,141",542.69,"14,577",111.2,"9,116",69.54,"24,947",190.3,"20,049",152.94,60,0.46,41,0.31,,,,,,, -   ,0,970,7.4,,,,,,,,, -   ,0,924,7.05,143,1.09,,,,,,,143,1.09,195,1.49,,
19015,"26,643",Trump,"5,517","7,458","13,984",0.3945,0.5333,-0.1388,0.1388,"7,457","6,540","14,237",0.5238,0.4594,917,0.0644,"-1,940",918,572,47,14340,218,"Boone, IA",,Micropolitan Statistical Area,Central,26306,48,"14,008",532.5,"3,436",130.62,,,"6,650",252.79,"3,213",122.14,,,14,0.53,,,,,,, -   ,0,295,11.21,,,,,,,400,15.21,400,15.21,,,,,,,,,,, -   ,0,,,,
19017,"24,722",Trump,"5,349","7,199","13,350",0.4007,0.5393,-0.1386,0.1386,"6,710","6,383","13,218",0.5076,0.4829,327,0.0247,"-1,361",816,435,57,47940,,"Waterloo-Cedar Falls, IA","170,612",Metropolitan Statistical Area,Outlying,24276,48,"17,052",702.42,"3,080",126.87,,,"11,274",464.41,"2,558",105.37,,,10,0.41,,,,,,, -   ,0,130,5.36,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19019,"21,062",Trump,"3,966","5,504","10,137",0.3912,0.543,-0.1517,0.1517,"5,903","4,443","10,478",0.5634,0.424,"1,460",0.1393,"-1,937","1,061",571,37,,,,,,"Not Metro or Micro, Presumed Rural",20958,55,"13,312",635.18,"3,071",146.53,,,"5,044",240.67,"5,191",247.69,,,6,0.29,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19021,"20,493",Trump,"2,851","4,895","8,179",0.3486,0.5985,-0.2499,0.2499,"3,683","4,548","8,322",0.4426,0.5465,-865,-0.1039,-832,347,575,36,44740,,"Storm Lake, IA",,Micropolitan Statistical Area,Central,20260,48,"12,663",625.02,"3,878",191.41,,,"5,253",259.28,"3,194",157.65,,,12,0.59,,,,,,, -   ,0,326,16.09,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19023,"14,915",Trump,"2,163","4,918","7,457",0.2901,0.6595,-0.3695,0.3695,"3,321","4,104","7,510",0.4422,0.5465,-783,-0.1043,"-1,158",814,580,26,,,,,,"Not Metro or Micro, Presumed Rural",14867,49,"10,509",706.87,"2,191",147.37,183,12.31,"7,565",508.85,570,38.34,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19025,"9,818",Trump,"1,396","3,466","5,105",0.2735,0.6789,-0.4055,0.4055,"2,232","2,890","5,190",0.4301,0.5568,-658,-0.1268,-836,576,570,17,,,,,,"Not Metro or Micro, Presumed Rural",9670,36,"8,582",887.49,"1,625",168.05,,,"5,081",525.44,"1,568",162.15,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,308,31.85,,,,,,,,, -   ,0,,,,
19027,"20,498",Trump,"3,305","6,627","10,435",0.3167,0.6351,-0.3184,0.3184,"4,912","5,577","10,581",0.4642,0.5271,-665,-0.0628,"-1,607","1,050",569,36,16140,,"Carroll, IA",,Micropolitan Statistical Area,Central,20816,46,"18,335",880.81,"3,336",160.26,,,"2,860",137.39,"11,943",573.74,,,1,0.05,,,,,,, -   ,0,195,9.37,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19029,"13,427",Trump,"1,946","4,755","7,055",0.2758,0.674,-0.3982,0.3982,"2,856","4,212","7,167",0.3985,0.5877,"-1,356",-0.1892,-910,543,564,24,,,,,,"Not Metro or Micro, Presumed Rural",13956,42,"8,578",614.65,"2,388",171.11,,,"4,514",323.45,"1,403",100.53,,,,,,,,,,, -   ,0,273,19.56,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19031,"18,340",Trump,"3,578","5,275","9,386",0.3812,0.562,-0.1808,0.1808,"4,931","4,510","9,548",0.5164,0.4724,421,0.0441,"-1,353",765,579,32,,,,,,"Not Metro or Micro, Presumed Rural",18499,32,"8,000",432.46,987,53.35,,,"5,250",283.8,"1,759",95.09,,,4,0.22,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19033,"43,017",Trump,"9,840","11,583","22,633",0.4348,0.5118,-0.077,0.077,"13,204","10,084","23,548",0.5607,0.4282,"3,120",0.1325,"-3,364","1,499",568,76,32380,,"Mason City, IA",,Micropolitan Statistical Area,Central,44151,71,"29,944",678.22,"6,871",155.63,,,"15,231",344.98,"6,672",151.12,200,4.53,12,0.27,,,,,,, -   ,0,480,10.87,,,,,,,,, -   ,0,308,6.98,,,,,,,,, -   ,0,12,0.27,,
19035,"11,574",Trump,"1,676","4,188","6,186",0.2709,0.677,-0.4061,0.4061,"2,623","3,656","6,367",0.412,0.5742,"-1,033",-0.1622,-947,532,577,20,,,,,,"Not Metro or Micro, Presumed Rural",12072,32,"7,930",656.89,"2,163",179.17,,,"3,517",291.34,"2,059",170.56,,,2,0.17,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19037,"12,097",Trump,"2,264","3,739","6,367",0.3556,0.5872,-0.2317,0.2317,"3,552","2,836","6,462",0.5497,0.4389,716,0.1108,"-1,288",903,504,24,,,,,,"Not Metro or Micro, Presumed Rural",12439,28,"9,590",770.96,"1,028",82.64,,,"4,264",342.79,"4,297",345.45,,,1,0.08,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19039,"9,259",Trump,"1,463","2,706","4,405",0.3321,0.6143,-0.2822,0.2822,"2,187","2,124","4,398",0.4973,0.4829,63,0.0143,-724,582,431,21,,,,,,"Not Metro or Micro, Presumed Rural",9286,25,"4,515",486.22,"1,493",160.78,,,"1,911",205.79,546,58.8,,,,,,,,,,, -   ,0,407,43.83,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19041,"16,507",Trump,"2,246","5,870","8,542",0.2629,0.6872,-0.4243,0.4243,"3,363","4,934","8,400",0.4004,0.5874,"-1,571",-0.187,"-1,117",936,567,29,43980,,"Spencer, IA",,Micropolitan Statistical Area,Central,16667,36,"11,870",712.19,"3,079",184.74,,,"5,976",358.55,"2,485",149.1,,,24,1.44,,,,,,, -   ,0,306,18.36,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19043,"17,644",Trump,"3,236","5,309","9,098",0.3557,0.5835,-0.2279,0.2279,"4,768","4,146","9,035",0.5277,0.4589,622,0.0688,"-1,532","1,163",779,23,,,,,,"Not Metro or Micro, Presumed Rural",18129,50,"12,431",685.7,"1,174",64.76,,,"6,656",367.15,"4,351",240,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,250,13.79,,,,,250,13.79,,,,
19045,"47,768",Trump,"10,079","11,249","22,748",0.4431,0.4945,-0.0514,0.0514,"15,123","9,423","24,873",0.608,0.3788,"5,700",0.2292,"-5,044","1,826",695,69,17540,209,"Clinton, IA",,Micropolitan Statistical Area,Central,49116,79,"25,845",526.2,"5,187",105.61,122,2.48,"10,135",206.35,"9,340",190.16,,,17,0.35,,,,,,, -   ,0,606,12.34,,,,,,,,, -   ,0,308,6.27,,,,,,,,, -   ,0,11,0.22,,
19047,"17,094",Trump,"1,985","4,608","6,862",0.2893,0.6715,-0.3823,0.3823,"3,035","3,584","6,686",0.4539,0.536,-549,-0.0821,"-1,050","1,024",714,24,,,,,,"Not Metro or Micro, Presumed Rural",17096,39,"11,156",652.55,"6,077",355.46,,,"1,910",111.72,"2,791",163.25,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19049,"80,133",Trump,"15,662","19,288","37,617",0.4164,0.5127,-0.0964,0.0964,"16,466","20,921","37,799",0.4356,0.5535,"-4,455",-0.1179,-804,"-1,633",588,136,19780,218,"Des Moines-West Des Moines, IA","622,899",Metropolitan Statistical Area,Central,66135,80,"36,992",559.34,"9,492",143.52,,,"19,020",287.59,"7,733",116.93,,,14,0.21,,,,,,, -   ,0,733,11.08,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19051,"8,769",Trump,976,"2,721","3,858",0.253,0.7053,-0.4523,0.4523,"1,518","2,133","3,738",0.4061,0.5706,-615,-0.1645,-542,588,502,17,36900,,"Ottumwa, IA",,Micropolitan Statistical Area,Outlying,8753,26,"4,233",483.61,"2,092",239,,,"2,030",231.92,111,12.68,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19053,"8,220",Trump,"1,201","2,296","3,703",0.3243,0.62,-0.2957,0.2957,"1,790","1,945","3,812",0.4696,0.5102,-155,-0.0407,-589,351,532,15,,,,,,"Not Metro or Micro, Presumed Rural",8457,30,"2,840",335.82,"1,383",163.53,,,630,74.49,195,23.06,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19055,"17,403",Trump,"2,956","5,688","9,165",0.3225,0.6206,-0.2981,0.2981,"4,605","4,628","9,323",0.4939,0.4964,-23,-0.0025,"-1,649","1,060",578,30,,,,,,"Not Metro or Micro, Presumed Rural",17764,31,"12,453",701.02,755,42.5,,,"4,016",226.08,"7,494",421.86,,,1,0.06,,,,,,, -   ,0,187,10.53,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19057,"40,055",Trump,"8,178","9,479","18,713",0.437,0.5065,-0.0695,0.0695,"11,873","8,130","20,264",0.5859,0.4012,"3,743",0.1847,"-3,695","1,349",416,96,15460,,"Burlington, IA-IL",,Micropolitan Statistical Area,Central,40325,67,"17,575",435.83,"4,211",104.43,158,3.92,"8,031",199.16,"4,521",112.11,,,16,0.4,,,,,,, -   ,0,463,11.48,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,56,1.39,,
19059,"17,111",Trump,"3,051","6,743","10,247",0.2977,0.658,-0.3603,0.3603,"4,088","5,911","10,118",0.404,0.5842,"-1,823",-0.1802,"-1,037",832,381,45,44020,,"Spirit Lake, IA",,Micropolitan Statistical Area,Central,16667,26,"12,518",751.06,"2,029",121.74,,,"6,142",368.51,"4,340",260.39,,,7,0.42,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19061,"97,125",Trump,"22,774","23,384","49,037",0.4644,0.4769,-0.0124,0.0124,"28,600","21,265","50,516",0.5662,0.421,"7,335",0.1452,"-5,826","2,119",608,160,20220,,"Dubuque, IA","97,125",Metropolitan Statistical Area,Central,93653,91,"64,036",683.76,"5,613",59.93,,,"7,457",79.62,"49,917",533,70,0.75,12,0.13,,,,,,, -   ,0,545,5.82,,,,,,,,, -   ,0,308,3.29,,,,,,,70,0.75,70,0.75,44,0.47,,
19063,"9,769",Trump,"1,356","3,121","4,707",0.2881,0.6631,-0.375,0.375,"2,087","2,499","4,646",0.4492,0.5379,-412,-0.0887,-731,622,396,25,,,,,,"Not Metro or Micro, Presumed Rural",10302,21,"7,663",743.84,868,84.26,,,"5,181",502.91,"1,612",156.47,,,2,0.19,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19065,"20,257",Trump,"3,666","5,591","9,813",0.3736,0.5698,-0.1962,0.1962,"5,709","4,484","10,309",0.5538,0.435,"1,225",0.1188,"-2,043","1,107",731,28,,,,,,"Not Metro or Micro, Presumed Rural",20880,63,"14,604",699.43,"1,854",88.79,,,"8,438",404.12,"4,019",192.48,,,3,0.14,,,,,,, -   ,0,290,13.89,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19067,"15,960",Trump,"3,177","4,371","7,985",0.3979,0.5474,-0.1495,0.1495,"4,674","3,466","8,228",0.5681,0.4212,"1,208",0.1468,"-1,497",905,501,32,,,,,,"Not Metro or Micro, Presumed Rural",16303,36,"9,595",588.54,"1,255",76.98,,,"5,256",322.39,"3,080",188.92,,,4,0.25,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19069,"10,295",Trump,"1,490","3,153","4,915",0.3032,0.6415,-0.3384,0.3384,"2,256","2,818","5,133",0.4395,0.549,-562,-0.1095,-766,335,582,18,,,,,,"Not Metro or Micro, Presumed Rural",10680,30,"6,902",646.25,"1,350",126.4,,,"4,293",401.97,"1,129",105.71,,,,,,,,,,, -   ,0,130,12.17,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19071,"6,906",Trump,959,"2,401","3,554",0.2698,0.6756,-0.4057,0.4057,"1,636","1,971","3,655",0.4476,0.5393,-335,-0.0917,-677,430,511,14,,,,,,"Not Metro or Micro, Presumed Rural",7441,26,"3,147",422.93,523,70.29,,,"2,064",277.38,560,75.26,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19073,"9,027",Trump,"1,688","2,819","4,762",0.3545,0.592,-0.2375,0.2375,"2,369","2,373","4,804",0.4931,0.494,-4,-0.0008,-681,446,570,16,,,,,,"Not Metro or Micro, Presumed Rural",9336,28,"5,253",562.66,"1,414",151.46,,,"2,801",300.02,880,94.26,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19075,"12,435",Trump,"1,847","4,516","6,766",0.273,0.6675,-0.3945,0.3945,"2,615","4,205","6,890",0.3795,0.6103,"-1,590",-0.2308,-768,311,502,25,47940,,"Waterloo-Cedar Falls, IA","170,612",Metropolitan Statistical Area,Outlying,12453,35,"7,577",608.45,"1,727",138.68,,,"4,786",384.33,"1,064",85.44,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19077,"10,676",Trump,"1,720","3,603","5,654",0.3042,0.6372,-0.333,0.333,"2,565","3,164","5,843",0.439,0.5415,-599,-0.1025,-845,439,591,18,19780,218,"Des Moines-West Des Moines, IA","622,899",Metropolitan Statistical Area,Outlying,10954,33,"5,452",497.72,"1,192",108.82,,,"2,643",241.28,"1,616",147.53,,,1,0.09,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19079,"15,190",Trump,"2,715","4,450","7,589",0.3578,0.5864,-0.2286,0.2286,"3,776","3,986","7,872",0.4797,0.5064,-210,-0.0267,"-1,061",464,577,26,,,,,,"Not Metro or Micro, Presumed Rural",15673,35,"9,796",625.02,"2,939",187.52,,,"5,422",345.95,"1,433",91.43,,,2,0.13,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19081,"10,974",Trump,"1,582","3,972","5,815",0.2721,0.6831,-0.411,0.411,"2,506","3,306","5,881",0.4261,0.5621,-800,-0.136,-924,666,571,19,,,,,,"Not Metro or Micro, Presumed Rural",11341,34,"7,601",670.22,"2,655",234.11,,,"3,502",308.79,"1,444",127.33,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19083,"17,367",Trump,"2,774","5,231","8,423",0.3293,0.621,-0.2917,0.2917,"4,021","4,647","8,775",0.4582,0.5296,-626,-0.0713,"-1,247",584,569,31,,,,,,"Not Metro or Micro, Presumed Rural",17534,56,"11,746",669.9,"3,834",218.66,,,"7,025",400.65,883,50.36,,,4,0.23,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
19085,"14,265",Trump,"2,123","4,892","7,378",0.2877,0.6631,-0.3753,0.3753,"3,131","4,059","7,282",0.43,0.5574,-928,-0.1274,"-1,008",833,697,20,36540,420,"Omaha-Council Bluffs, NE-IA","915,312",Metropolitan Statistical Area,Outlying,14928,40,"7,850",525.86,"1,988",133.17,,,"2,577",172.63,"1,969",131.9,,,1,0.07,,,,,,, -   ,0,370,24.79,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
