FIPS,CountyPopulation,ClintonorTrumpState,Clinton,Trump,Total,PCTClinton,PCTTrump,PercentDifferenceC_T,PercentDifferenceT_C,Obama,Romney,2012TotalVotes,PCTObama,PCTRomney,VoteDifferenceO_R,PCTDifferenceO_R,ClintonBreakwithObama,TrumpbreakwithRomney,2010LandArea,Density,CBSACode,CSACode,CBSATitle,CBSAPopulation,Metropolitan_MicropolitanStatisticalArea,Central_OutlyingCounty,POP2010,TotalCongregations,TotalAdherents,TotalAdherentsperThousand,EvangelicalProtestantAdherents,EvangelicalProtestantsPerThousand,BlackProtestantAdherents,BlackProtestantsperThousand,MainlineProtestantAdherents,MainlineProtestantsperThousand,CatholicAdherents,CatholicAdherentsperThousand,OrthodoxAdherents,OrthodoxAdherentsperThousand,Baha'IAdherents,Baha'IAdherentsperThousand,"Buddhism,MahayanaAdherents","Buddhism,MahayanaAdherentsperThousand","Buddhism,TheravadaAdherents","Buddhism,TheravadaAdherentsperThousand","Buddhism,VajrayanaAdherents","Buddhism,VajrayanaAdherentsperThousand",TotalBuddhistAdherents,TotalBuddhistAdherentsperThousand,LatterDaySaintsAdherents,LatterDaySaintsAdherentsperThousand,Indian-AmericanHinduAdherents,Indian-AmericanHinduAdherentsperThousand,PostRenaissanceHinduAdherents,PostRenaissanceHinduAdherentsperThousand,RenaissanceHinduAdherents,RenaissanceHinduAdherentsperThousand,TraditionalHinduTemplesAdherents,TraditionalHinduTemplesAdherentsperThousand,TotalHinduAdherents,TotalHindusAdherentsperThousand,MuslimsEstimated,MuslimsEstimatedperThousand,ConservativeJudaismAdherents,ConservativeJudaismAdherentsperThousand,OrthodoxJudaismAdherents,OrthodoxJudaismAdherentsperThousand,ReconstructionistJudaismAdherents,ReconstructionismJudaismAdherentsperThousand,ReformJudaismAdherents,ReformJudaismAdherentsperThousand,TotalJudaismAdherents,TotalJudaismAdherentsperThousand,UnitarianUniversalistAdherents,UnitarianUniversalistAdherentsperThousand,ZoroastrianAdherents,ZoroastrianAdherentsperThousand
39027,"41,917",Trump,"3,943","13,466","18,100",0.2178,0.744,-0.5261,0.5261,"5,534","11,740","17,648",0.3136,0.6652,"-6,206",-0.3517,"-1,591","1,726",409,103,48940,178,"Wilmington, OH",,Micropolitan Statistical Area,Central,42040,71,"14,787",351.74,"7,644",181.83,370,8.8,"4,243",100.93,"2,179",51.83,,,2,0.05,,,,,,, -   ,0,349,8.3,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39029,"104,806",Trump,"12,273","31,086","45,261",0.2712,0.6868,-0.4157,0.4157,"19,351","24,778","45,078",0.4293,0.5497,"-5,427",-0.1204,"-7,078","6,308",532,197,41400,566,"Salem, OH",,Micropolitan Statistical Area,Central,107841,191,"42,923",398.02,"15,657",145.19,959,8.89,"16,036",148.7,"9,658",89.56,,,6,0.06,,,,,,, -   ,0,577,5.35,,,,,,,,, -   ,0,,,,,,,,,30,0.28,30,0.28,,,,
39031,"36,569",Trump,"3,908","10,381","14,961",0.2612,0.6939,-0.4327,0.4327,"6,841","8,312","15,555",0.4398,0.5344,"-1,471",-0.0946,"-2,933","2,069",564,65,18740,,"Coshocton, OH",,Micropolitan Statistical Area,Central,36901,87,"15,161",410.86,"5,996",162.49,47,1.27,"7,619",206.47,"1,350",36.58,,,1,0.03,,,,,,, -   ,0,148,4.01,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39033,"42,306",Trump,"4,518","13,265","18,702",0.2416,0.7093,-0.4677,0.4677,"7,207","11,561","19,192",0.3755,0.6024,"-4,354",-0.2269,"-2,689","1,704",402,105,15340,360,"Bucyrus, OH",,Micropolitan Statistical Area,Central,43784,97,"22,195",506.92,"6,514",148.78,121,2.76,"9,303",212.47,"5,812",132.74,3,0.07,5,0.11,,,,,,, -   ,0,437,9.98,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39035,"1,255,921",Trump,"383,974","179,894","583,230",0.6584,0.3084,0.3499,-0.3499,"420,953","184,475","611,512",0.6884,0.3017,"236,478",0.3867,"-36,979","-4,581",457,2747,17460,184,"Cleveland-Elyria, OH","2,060,810",Metropolitan Statistical Area,Central,1280122,955,"674,791",527.13,"106,477",83.18,"40,776",31.85,"94,977",74.19,"366,464",286.27,"16,456",12.86,395,0.31,"3,504",2.74,410,0.32,159,0.12,"4,073",3.18,"4,546",3.55,"2,150",1.68,141,0.11,,,"2,590",2.02,"4,881",3.81,"3,342",2.61,"7,239",5.65,"12,000",9.37,286,0.22,"11,305",8.83,"30,830",24.07,"1,560",1.22,14,0.01
39037,"52,076",Trump,"4,395","19,698","25,000",0.1758,0.7879,-0.6121,0.6121,"6,610","17,745","24,807",0.2665,0.7153,"-11,135",-0.4489,"-2,215","1,953",598,87,24820,212,"Greenville, OH",,Micropolitan Statistical Area,Central,52959,93,"22,120",417.68,"9,356",176.66,,,"5,356",101.13,"7,097",134.01,,,1,0.02,,,,,,, -   ,0,225,4.25,,,,,,,,, -   ,0,,,,,,,,,62,1.17,62,1.17,23,0.43,,
39039,"38,352",Trump,"5,282","11,478","17,795",0.2968,0.645,-0.3482,0.3482,"7,438","9,935","17,744",0.4192,0.5599,"-2,497",-0.1407,"-2,156","1,543",411,93,19580,,"Defiance, OH",,Micropolitan Statistical Area,Central,39037,74,"24,485",627.23,"10,104",258.83,,,"6,394",163.79,"7,984",204.52,,,3,0.08,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39041,"193,013",Trump,"39,584","55,660","100,101",0.3954,0.556,-0.1606,0.1606,"36,131","58,980","96,330",0.3751,0.6123,"-22,849",-0.2372,"3,453","-3,320",443,436,18140,198,"Columbus, OH","2,021,632",Metropolitan Statistical Area,Central,174214,126,"58,096",333.47,"12,235",70.23,139,0.8,"14,636",84.01,"22,100",126.86,114,0.65,24,0.14,"1,011",5.8,,,,,"1,011",5.8,"1,168",6.7,"2,333",13.39,,,,,"4,000",22.96,"6,333",36.35,,,,,,,,,,, -   ,0,195,1.12,8,0.05
39043,"75,550",Trump,"15,692","19,301","36,730",0.4272,0.5255,-0.0983,0.0983,"20,969","16,655","38,262",0.548,0.4353,"4,314",0.1127,"-5,277","2,646",252,300,41780,184,"Sandusky, OH",,Micropolitan Statistical Area,Central,77079,103,"42,922",556.86,"9,836",127.61,"1,529",19.84,"10,951",142.08,"19,734",256.02,20,0.26,3,0.04,,,,,,, -   ,0,575,7.46,,,,,,,,, -   ,0,,,,,,,,,113,1.47,113,1.47,28,0.36,,
39045,"151,408",Trump,"24,150","43,163","70,542",0.3423,0.6119,-0.2695,0.2695,"28,831","40,134","70,079",0.4114,0.5727,"-11,303",-0.1613,"-4,681","3,029",504,300,18140,198,"Columbus, OH","2,021,632",Metropolitan Statistical Area,Central,146156,163,"57,159",391.08,"20,742",141.92,,,"17,001",116.32,"17,500",119.74,,,10,0.07,,,,,,, -   ,0,"1,773",12.13,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39047,"28,679",Trump,"2,672","7,763","10,817",0.247,0.7177,-0.4706,0.4706,"4,075","6,456","10,677",0.3817,0.6047,"-2,381",-0.223,"-1,403","1,307",406,71,47920,198,"Washington Court House, OH",,Micropolitan Statistical Area,Central,29030,55,"7,354",253.32,"3,383",116.53,37,1.27,"3,228",111.2,625,21.53,,,3,0.1,,,,,,, -   ,0,78,2.69,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39049,"1,251,722",Trump,"335,961","192,328","554,711",0.6057,0.3467,0.2589,-0.2589,"325,654","207,941","541,751",0.6011,0.3838,"117,713",0.2173,"10,307","-15,613",532,2352,18140,198,"Columbus, OH","2,021,632",Metropolitan Statistical Area,Central,1163414,910,"470,287",404.23,"144,147",123.9,"19,363",16.64,"105,457",90.64,"153,400",131.85,"5,360",4.61,445,0.38,"3,319",2.85,710,0.61,124,0.11,"4,153",3.57,"7,980",6.86,"2,876",2.47,153,0.13,,,27,0.02,"3,056",2.63,"15,578",13.39,"3,432",2.95,"2,500",2.15,135,0.12,"3,869",3.33,"9,936",8.55,870,0.75,10,0.01
39051,"42,537",Trump,"5,981","13,419","20,693",0.289,0.6485,-0.3594,0.3594,"8,790","11,521","20,757",0.4235,0.555,"-2,731",-0.1316,"-2,809","1,898",405,105,45780,534,"Toledo, OH","605,956",Metropolitan Statistical Area,Outlying,42698,79,"24,348",570.24,"10,274",240.62,,,"6,173",144.57,"7,621",178.49,,,3,0.07,,,,,,, -   ,0,217,5.08,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,60,1.41,,
39053,"30,142",Trump,"2,564","9,567","12,588",0.2037,0.76,-0.5563,0.5563,"3,418","5,912","9,534",0.3585,0.6201,"-2,494",-0.2616,-854,"3,655",467,65,38580,,"Point Pleasant, WV-OH",,Micropolitan Statistical Area,Central,30934,66,"8,418",272.13,"4,195",135.61, -   ,0,"3,384",109.39,482,15.58,,,1,0.03,,,,,,, -   ,0,354,11.44,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,2,0.06
39055,"94,102",Trump,"17,165","29,577","48,736",0.3522,0.6069,-0.2547,0.2547,"19,295","30,104","50,125",0.3849,0.6006,"-10,809",-0.2156,"-2,130",-527,400,235,17460,184,"Cleveland-Elyria, OH","2,060,810",Metropolitan Statistical Area,Central,93389,130,"52,988",567.39,"13,735",147.07,185,1.98,"7,938",85,"30,880",330.66,,,17,0.18,,,,,,, -   ,0,233,2.49,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39057,"164,427",Trump,"28,023","47,506","79,633",0.3519,0.5966,-0.2447,0.2447,"31,028","48,683","81,075",0.3827,0.6005,"-17,655",-0.2178,"-3,005","-1,177",414,397,19380,212,"Dayton, OH","800,909",Metropolitan Statistical Area,Central,161573,181,"57,395",355.23,"23,435",145.04,"1,378",8.53,"12,115",74.98,"14,064",87.04,,,119,0.74,,,,,,, -   ,0,"2,002",12.39,,,,,,,"4,000",24.76,"4,000",24.76,50,0.31,,,,,,,,, -   ,0,97,0.6,2,0.01
39059,"39,258",Trump,"4,286","11,164","16,156",0.2653,0.691,-0.4257,0.4257,"7,226","8,811","16,403",0.4405,0.5372,"-1,585",-0.0966,"-2,940","2,353",522,75,15740,198,"Cambridge, OH",,Micropolitan Statistical Area,Central,40087,92,"13,588",338.96,"4,703",117.32,305,7.61,"6,463",161.22,"2,112",52.69, -   ,0,5,0.12,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39061,"807,598",Trump,"207,587","169,972","395,000",0.5255,0.4303,0.0952,-0.0952,"208,508","188,653","402,572",0.5179,0.4686,"19,855",0.0493,-921,"-18,681",406,1990,17140,178,"Cincinnati, OH-KY-IN","2,157,719",Metropolitan Statistical Area,Central,802374,666,"421,006",524.7,"93,166",116.11,"20,814",25.94,"76,354",95.16,"205,094",255.61,"3,879",4.83,148,0.18,28,0.03,411,0.51,,,439,0.55,"4,917",6.13,350,0.44,50,0.06,,,"2,000",2.49,"2,400",2.99,"1,724",2.15,"2,808",3.5,"2,000",2.49,,,"6,021",7.5,"10,829",13.49,"1,090",1.36,19,0.02
39063,"75,573",Trump,"9,419","23,777","35,216",0.2675,0.6752,-0.4077,0.4077,"12,192","22,077","34,940",0.3489,0.6319,"-9,885",-0.2829,"-2,773","1,700",531,142,22300,248,"Findlay, OH",,Micropolitan Statistical Area,Central,74782,93,"33,754",451.37,"9,497",127,61,0.82,"14,130",188.95,"9,434",126.15,,,14,0.19,,,,,,, -   ,0,593,7.93,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,25,0.33,,
39065,"31,682",Trump,"2,870","8,541","12,014",0.2389,0.7109,-0.472,0.472,"4,487","7,337","12,147",0.3694,0.604,"-2,850",-0.2346,"-1,617","1,204",470,67,,,,,,"Not Metro or Micro, Presumed Rural",32058,74,"11,528",359.6,"3,898",121.59,61,1.9,"5,769",179.96,"1,800",56.15,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39067,"15,450",Trump,"1,663","5,021","6,956",0.2391,0.7218,-0.4827,0.4827,"2,895","3,936","6,999",0.4136,0.5624,"-1,041",-0.1487,"-1,232","1,085",402,38,,,,,,"Not Metro or Micro, Presumed Rural",15864,50,"4,430",279.25,"1,118",70.47,180,11.35,"2,597",163.7,535,33.72,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39069,"27,816",Trump,"3,690","9,136","13,671",0.2699,0.6683,-0.3984,0.3984,"5,513","8,111","13,937",0.3956,0.582,"-2,598",-0.1864,"-1,823","1,025",416,67,,,,,,"Not Metro or Micro, Presumed Rural",28215,58,"19,029",674.43,"8,636",306.08,,,"6,958",246.61,"3,435",121.74,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39071,"43,026",Trump,"3,436","13,005","17,048",0.2015,0.7628,-0.5613,0.5613,"5,772","11,032","17,161",0.3363,0.6429,"-5,260",-0.3065,"-2,336","1,973",553,78,,,,,,"Not Metro or Micro, Presumed Rural",43589,105,"14,205",325.88,"8,436",193.54,374,8.58,"4,490",103.01,780,17.89,,,2,0.05,,,,,,, -   ,0,123,2.82,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39073,"28,491",Trump,"3,713","8,282","12,513",0.2967,0.6619,-0.3651,0.3651,"6,010","6,150","12,442",0.483,0.4943,-140,-0.0113,"-2,297","2,132",421,68,18140,198,"Columbus, OH","2,021,632",Metropolitan Statistical Area,Outlying,29380,62,"7,479",254.56,"3,171",107.93,,,"3,190",108.58,"1,000",34.04,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39075,"43,909",Trump,"1,766","8,578","10,823",0.1632,0.7926,-0.6294,0.6294,"2,568","8,563","11,355",0.2262,0.7541,"-5,995",-0.528,-802,15,423,104,,,,,,"Not Metro or Micro, Presumed Rural",42366,203,"28,949",683.31,"25,994",613.56,,,"2,327",54.93,625,14.75,,,3,0.07,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39077,"58,469",Trump,"7,080","15,930","24,332",0.291,0.6547,-0.3637,0.3637,"10,673","12,821","24,077",0.4433,0.5325,"-2,148",-0.0892,"-3,593","3,109",492,119,35940,184,"Norwalk, OH",,Micropolitan Statistical Area,Central,59626,88,"27,552",462.08,"6,079",101.95,,,"7,522",126.15,"13,950",233.96,,,1,0.02,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39079,"32,596",Trump,"3,142","9,618","13,239",0.2373,0.7265,-0.4892,0.4892,"4,965","7,651","12,916",0.3844,0.5924,"-2,686",-0.208,"-1,823","1,967",420,78,27160,,"Jackson, OH",,Micropolitan Statistical Area,Central,33225,85,"9,474",285.15,"4,711",141.79,,,"3,775",113.62,350,10.53,,,2,0.06,,,,,,, -   ,0,282,8.49,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39081,"67,347",Trump,"9,483","20,668","31,346",0.3025,0.6594,-0.3568,0.3568,"14,960","16,729","32,327",0.4628,0.5175,"-1,769",-0.0547,"-5,477","3,939",408,165,48260,430,"Weirton-Steubenville, WV-OH","120,512",Metropolitan Statistical Area,Central,69709,153,"32,169",461.48,"5,548",79.59,796,11.42,"10,273",147.37,"13,851",198.7,"1,089",15.62,,,,,,,,, -   ,0,482,6.91,,,,,,,,, -   ,0,,,,,,,,,130,1.86,130,1.86,,,,
39083,"61,061",Trump,"7,959","18,563","27,768",0.2866,0.6685,-0.3819,0.3819,"10,154","16,873","27,618",0.3677,0.6109,"-6,719",-0.2433,"-2,195","1,690",525,116,34540,198,"Mount Vernon, OH",,Micropolitan Statistical Area,Central,60921,120,"23,165",380.25,"13,143",215.74,123,2.02,"6,260",102.76,"3,250",53.35,,,4,0.07,,,,,,, -   ,0,385,6.32,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39085,"229,245",Trump,"45,056","62,627","112,790",0.3995,0.5553,-0.1558,0.1558,"55,219","57,150","114,264",0.4833,0.5002,"-1,931",-0.0169,"-10,163","5,477",227,1008,17460,184,"Cleveland-Elyria, OH","2,060,810",Metropolitan Statistical Area,Central,230041,167,"113,707",494.29,"15,598",67.81,552,2.4,"14,757",64.15,"80,869",351.54,216,0.94,52,0.23,,,,,,, -   ,0,"1,126",4.89,,,,,,,,, -   ,0,,,,,,,,,122,0.53,122,0.53,252,1.1,5,0.02
39087,"61,109",Trump,"6,849","18,240","25,949",0.2639,0.7029,-0.439,0.439,"10,454","14,371","25,252",0.414,0.5691,"-3,917",-0.1551,"-3,605","3,869",453,135,26580,170,"Huntington-Ashland, WV-KY-OH","361,580",Metropolitan Statistical Area,Central,62450,92,"14,404",230.65,"8,556",137.01,536,8.58,"3,259",52.19,"1,928",30.87,,,7,0.11,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39089,"170,570",Trump,"26,360","49,346","79,399",0.332,0.6215,-0.2895,0.2895,"32,264","43,604","77,423",0.4167,0.5632,"-11,340",-0.1465,"-5,904","5,742",683,250,18140,198,"Columbus, OH","2,021,632",Metropolitan Statistical Area,Outlying,166492,195,"56,932",341.95,"21,879",131.41,697,4.19,"17,189",103.24,"16,000",96.1,,,37,0.22,,,,,,, -   ,0,"1,049",6.3,,,16,0.1,,,,,16,0.1,,,,,,,,,65,0.39,65,0.39,,,,
39091,"45,386",Trump,"4,537","15,586","21,007",0.216,0.7419,-0.526,0.526,"6,789","13,323","20,535",0.3306,0.6488,"-6,534",-0.3182,"-2,252","2,263",458,99,13340,198,"Bellefontaine, OH",,Micropolitan Statistical Area,Central,45858,87,"14,600",318.37,"5,785",126.15,104,2.27,"6,062",132.19,"2,250",49.06,,,2,0.04,,,,,,, -   ,0,397,8.66,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39093,"305,147",Trump,"64,958","65,346","136,654",0.4753,0.4782,-0.0028,0.0028,"78,112","58,095","138,513",0.5639,0.4194,"20,017",0.1445,"-13,154","7,251",491,621,17460,184,"Cleveland-Elyria, OH","2,060,810",Metropolitan Statistical Area,Outlying,301356,291,"132,752",440.52,"34,366",114.04,"2,321",7.7,"20,221",67.1,"73,443",243.71,791,2.62,32,0.11,,,,,,, -   ,0,"1,172",3.89,,,,,,,,, -   ,0,50,0.17,,,,,,,138,0.46,138,0.46,60,0.2,,
39095,"433,689",Trump,"107,363","74,102","191,684",0.5601,0.3866,0.1735,-0.1735,"129,229","68,100","200,850",0.6434,0.3391,"61,129",0.3044,"-21,866","6,002",341,1272,45780,534,"Toledo, OH","605,956",Metropolitan Statistical Area,Central,441815,372,"197,938",448.01,"40,272",91.15,"15,134",34.25,"39,991",90.52,"92,283",208.87,"2,680",6.07,70,0.16,31,0.07,,,,,31,0.07,"1,441",3.26,,,26,0.06,,,300,0.68,326,0.74,"1,908",4.32,810,1.83,"1,000",2.26,,,"1,393",3.15,"3,203",7.24,333,0.75,,
39097,"44,094",Trump,"4,662","11,319","16,754",0.2783,0.6756,-0.3973,0.3973,"6,700","10,215","17,240",0.3886,0.5925,"-3,515",-0.2039,"-2,038","1,104",466,95,18140,198,"Columbus, OH","2,021,632",Metropolitan Statistical Area,Outlying,43435,73,"13,768",316.98,"4,907",112.97,25,0.58,"4,323",99.53,"2,500",57.56,,,,,,,,,,, -   ,0,271,6.24,"1,742",40.11,,,,,,,"1,742",40.11,,,,,,,,,,, -   ,0,,,,
39099,"231,900",Trump,"56,188","52,808","112,827",0.498,0.468,0.03,-0.03,"74,298","41,702","117,571",0.6319,0.3547,"32,596",0.2772,"-18,110","11,106",412,563,49660,566,"Youngstown-Warren-Boardman, OH-PA","549,885",Metropolitan Statistical Area,Central,238823,321,"136,813",572.86,"27,561",115.4,"9,651",40.41,"22,947",96.08,"71,180",298.04,"4,037",16.9,34,0.14,,,,,,, -   ,0,,,,,,,,,,, -   ,0,308,1.29,,,200,0.84,,,745,3.12,945,3.96,150,0.63,,
39101,"65,355",Trump,"7,748","16,563","25,648",0.3021,0.6458,-0.3437,0.3437,"11,933","13,938","26,433",0.4514,0.5273,"-2,005",-0.0759,"-4,185","2,625",404,162,32020,198,"Marion, OH",,Micropolitan Statistical Area,Central,66501,95,"20,127",302.66,"7,229",108.71,504,7.58,"9,328",140.27,"2,500",37.59,,,3,0.05,,,,,,, -   ,0,474,7.13,,,,,,,,, -   ,0,,,,,,,,,89,1.34,89,1.34,,,,
39103,"176,395",Trump,"31,582","53,811","89,360",0.3534,0.6022,-0.2488,0.2488,"37,841","49,464","88,849",0.4259,0.5567,"-11,623",-0.1308,"-6,259","4,347",421,419,17460,184,"Cleveland-Elyria, OH","2,060,810",Metropolitan Statistical Area,Central,172332,144,"89,004",516.47,"18,538",107.57,248,1.44,"19,057",110.58,"48,514",281.51,40,0.23,14,0.08,,,,,,, -   ,0,828,4.8,"1,742",10.11,,,,,,,"1,742",10.11,,,,,,,,,,, -   ,0,23,0.13,,
39105,"23,257",Trump,"2,157","6,869","9,410",0.2292,0.73,-0.5007,0.5007,"3,911","5,782","9,979",0.3919,0.5794,"-1,871",-0.1875,"-1,754","1,087",430,54,,,,,,"Not Metro or Micro, Presumed Rural",23770,75,"6,425",270.3,"3,909",164.45,,,"2,115",88.98,283,11.91,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39107,"40,968",Trump,"3,335","17,200","21,315",0.1565,0.8069,-0.6505,0.6505,"4,609","16,207","21,161",0.2178,0.7659,"-11,598",-0.5481,"-1,274",993,462,89,16380,338,"Celina, OH",,Micropolitan Statistical Area,Central,40814,71,"32,703",801.27,"3,375",82.69,,,"5,599",137.18,"23,728",581.37,,,1,0.02,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39109,"104,224",Trump,"12,832","36,311","51,467",0.2493,0.7055,-0.4562,0.4562,"15,731","33,650","50,281",0.3129,0.6692,"-17,919",-0.3564,"-2,899","2,661",407,256,19380,212,"Dayton, OH","800,909",Metropolitan Statistical Area,Central,102506,132,"38,159",372.26,"11,232",109.57,264,2.58,"15,247",148.74,"10,860",105.95,,,6,0.06,,,,,,, -   ,0,550,5.37,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39111,"14,409",Trump,"1,647","4,781","6,686",0.2463,0.7151,-0.4687,0.4687,"3,007","3,540","6,743",0.4459,0.525,-533,-0.079,"-1,360","1,241",456,32,,,,,,"Not Metro or Micro, Presumed Rural",14642,76,"7,507",512.7,"4,168",284.66,,,"2,583",176.41,756,51.63,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39113,"532,258",Trump,"117,661","120,766","249,560",0.4715,0.4839,-0.0124,0.0124,"128,983","121,188","254,266",0.5073,0.4766,"7,795",0.0307,"-11,322",-422,462,1153,19380,212,"Dayton, OH","800,909",Metropolitan Statistical Area,Central,535153,583,"259,795",485.46,"93,334",174.41,"21,263",39.73,"47,961",89.62,"78,909",147.45,"4,205",7.86,144,0.27,"1,255",2.35,,,61,0.11,"1,316",2.46,"3,817",7.13,"1,980",3.7,109,0.2,,,"2,000",3.74,"4,089",7.64,"1,678",3.14,791,1.48,60,0.11,,,"1,844",3.45,"2,695",5.04,245,0.46,6,0.01
39115,"14,777",Trump,"1,711","4,315","6,290",0.272,0.686,-0.414,0.414,"2,772","3,136","6,042",0.4588,0.519,-364,-0.0602,"-1,061","1,179",416,35,,,,,,"Not Metro or Micro, Presumed Rural",15054,44,"3,740",248.44,"1,999",132.79,,,"1,610",106.95,129,8.57,,,2,0.13,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39117,"35,074",Trump,"3,711","11,722","16,186",0.2293,0.7242,-0.4949,0.4949,"5,780","9,662","15,813",0.3655,0.611,"-3,882",-0.2455,"-2,069","2,060",406,86,18140,198,"Columbus, OH","2,021,632",Metropolitan Statistical Area,Outlying,34827,62,"8,331",239.21,"4,301",123.5,,,"3,598",103.31,425,12.2,,,7,0.2,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39119,"86,290",Trump,"10,926","23,588","36,217",0.3017,0.6513,-0.3496,0.3496,"16,327","18,826","35,954",0.4541,0.5236,"-2,499",-0.0695,"-5,401","4,762",665,130,49780,198,"Zanesville, OH",,Micropolitan Statistical Area,Central,86074,148,"31,630",367.47,"10,638",123.59,183,2.13,"14,587",169.47,"5,170",60.06,,,9,0.1,,,,,,, -   ,0,"1,043",12.12,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39121,"14,326",Trump,"1,201","4,441","5,875",0.2044,0.7559,-0.5515,0.5515,"2,082","3,498","5,755",0.3618,0.6078,"-1,416",-0.246,-881,943,398,36,,,,,,"Not Metro or Micro, Presumed Rural",14645,33,"4,012",273.95,"1,442",98.46,,,"1,027",70.13,"1,542",105.29,,,1,0.07,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39123,"40,877",Trump,"8,136","12,389","21,742",0.3742,0.5698,-0.1956,0.1956,"11,214","10,323","21,936",0.5112,0.4706,891,0.0406,"-3,078","2,066",255,160,38840,534,"Port Clinton, OH",,Micropolitan Statistical Area,Central,41428,55,"21,020",507.39,"2,342",56.53,,,"11,389",274.91,"7,243",174.83,38,0.92,8,0.19,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39125,"18,976",Trump,"2,068","6,359","8,842",0.2339,0.7192,-0.4853,0.4853,"3,435","5,248","8,912",0.3854,0.5889,"-1,813",-0.2034,"-1,367","1,111",416,46,,,,,,"Not Metro or Micro, Presumed Rural",19614,43,"10,250",522.59,"2,749",140.15,,,"2,967",151.27,"4,532",231.06,,,2,0.1,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39127,"35,985",Trump,"4,072","9,978","14,647",0.278,0.6812,-0.4032,0.4032,"6,857","7,498","14,673",0.4673,0.511,-641,-0.0437,"-2,785","2,480",408,88,18140,198,"Columbus, OH","2,021,632",Metropolitan Statistical Area,Outlying,36058,75,"9,503",263.55,"2,827",78.4,,,"3,675",101.92,"3,000",83.2,,,1,0.03,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39129,"56,998",Trump,"6,325","16,482","23,814",0.2656,0.6921,-0.4265,0.4265,"9,335","13,713","23,443",0.3982,0.585,"-4,378",-0.1868,"-3,010","2,769",501,114,18140,198,"Columbus, OH","2,021,632",Metropolitan Statistical Area,Outlying,55698,72,"11,584",207.98,"4,350",78.1,182,3.27,"5,296",95.08,"1,750",31.42,,,6,0.11,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
39131,"28,217",Trump,"3,443","7,669","11,513",0.2991,0.6661,-0.3671,0.3671,"5,490","5,535","11,233",0.4887,0.4927,-45,-0.004,"-2,047","2,134",440,64,,,,,,"Not Metro or Micro, Presumed Rural",28709,55,"5,681",197.88,"4,281",149.12,185,6.44,933,32.5,275,9.58,,,7,0.24,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,,,,,,,, -   ,0,,,,
